brand;name;link;image;color;consist;description
BCBGeneration;Cocktail Back Ruffle Woven Dress;https://www.6pm.com/p/bcbgeneration-cocktail-back-ruffle-woven-dress-lemonade/product/9447480/color/24553;https://m.media-amazon.com/images/I/719MRLq0M2L._AC_SX510_.jpg;Lemonade; 100% polyesterLining: 100% polyester;A soft polyester knit with flared hemline brings out the sophistication in your look with the BCBGeneration® Cocktail Back Ruffle Woven Dress.
Prana;Sonatina Dress;https://www.6pm.com/p/prana-sonatina-dress-moonlight-heather/product/9214193/color/640395;https://m.media-amazon.com/images/I/71E-z7CBYpL._AC_SX510_.jpg;Moonlight Heather; 100% organic cotton ;The primary materials that compose this product contain a minimum of 20 percent organic content.
BCBGeneration;Off-the-Shoulder Bodycon Dress TRZ6269513;https://www.6pm.com/p/bcbgeneration-off-the-shoulder-bodycon-dress-trz6269513-black/product/9372414/color/3;https://m.media-amazon.com/images/I/716DDnEc-uL._AC_SX510_.jpg;Black; 95% polyester, 5% spandex;The BCBGeneration® Off-the-Shoulder Bodycon Dress will captivate your onlookers with a flounce overlay at the neckline, long sleeves, and an allover jacquard knit. 
FIG Clothing;Uma Dress;https://www.6pm.com/p/fig-clothing-uma-dress-black/product/9161628/color/3;https://m.media-amazon.com/images/I/71yPUWMh-oL._AC_SX510_.jpg;Black; 90% polyester, 10% spandex;Sizing runs on the small side. FIG® recommends sizing up.
Free People;Give A Little Maxi;https://www.6pm.com/p/free-people-give-a-little-maxi-black/product/9377086/color/3;https://m.media-amazon.com/images/I/913jH4t93YL._AC_SX510_.jpg;Black; 100% viscose;Stash this Free People™ Give A Little Maxi dress in your carry-on so that your vacation getaway is highlighted with standout style. The gorg prints are featured on a light and airy fabrication while the notched detail at the bust lends for whimsical wear. 
Joules;Chrissie;https://www.6pm.com/p/joules-chrissie-multi-stripe/product/9434073/color/10359;https://m.media-amazon.com/images/I/71i21aEeCjL._AC_SX510_.jpg;Multi Stripe; 55% linen, 45% viscose;The sleeveless linen Joules® Chrissie dress offers a chic and effortless style with light and bright striped patterns. 
Karen Kane;Cami Dress;https://www.6pm.com/p/karen-kane-cami-dress-print/product/9291091/color/17493;https://m.media-amazon.com/images/I/81UZsjZrFCL._AC_SX510_.jpg;Print; 100% polyester;Make this brunch memorable in the stunning Karen Kane® Cami Dress. 
Karen Kane;Faux Wrap Midi Dress;https://www.6pm.com/p/karen-kane-faux-wrap-midi-dress-floral-print/product/9291090/color/8126;https://m.media-amazon.com/images/I/81qfpJZ5t4L._AC_SX510_.jpg;Floral Print; 100% cotton;Accentuate your beauty when you flaunt the lovely Karen Kane® Faux Wrap Midi Dress.
Bardot;Viviana Spot Dress;https://www.6pm.com/p/bardot-viviana-spot-dress-oxford-spot/product/9291114/color/816449;https://m.media-amazon.com/images/I/71Q+S7fD2VL._AC_SX510_.jpg;Oxford Spot;" 100% polyester;Lining: 100% polyester";The stunning Bardot™ Viviana Spot Dress is perfect for any occasion.
Adrianna Papell;Mikado Evening Gown with Pleats;https://www.6pm.com/p/adrianna-papell-mikado-evening-gown-with-pleats-ivory/product/9344916/color/422;https://m.media-amazon.com/images/I/71WY8YyLPAL._AC_SX510_.jpg;Ivory; 100% polyesterLining: 100% acetate ;You'll be picture-perfect in this Adrianna Papell® Evening Gown that flaunts a flattering silhouette, and mikado fabrication with a sheer pleated detail at skirt. 
Adrianna Papell;Stretch Lame Party Cocktail Dress;https://www.6pm.com/p/adrianna-papell-stretch-lame-party-cocktail-dress-copper/product/9344924/color/314;https://m.media-amazon.com/images/I/81ZqcFxnn9L._AC_SX510_.jpg;Copper; 88% polyester, 9% metallic, 3% elastaneLining: 100% polyester ;Create lasting memories in this sleeveless Adrianna Papell® Cocktail Dress. It features a fit-and-flare silhouette with a shimmering design on a lined stretch poly-blend fabrication. 
Milly Minis;Floral Mesh Jacquard Dress (Big Kids);https://www.6pm.com/p/milly-minis-floral-mesh-jacquard-dress-big-kids-magenta-black/product/9304782/color/25464;https://m.media-amazon.com/images/I/81qeoRkukVL._AC_SX510_.jpg;Magenta/Black; 72% rayon, 23% nylon, 5% spandex;Enjoy the envious looks she will receive wearing the jewel neck Milly Minis™ Floral Mesh Jacquard Dress.
Milly Minis;Textured Tech Dress (Big Kids);https://www.6pm.com/p/milly-minis-textured-tech-dress-big-kids-dahlia/product/9304806/color/40941;https://m.media-amazon.com/images/I/811ZZNHoYVL._AC_SX510_.jpg;Dahlia; 83% viscose, 17% polyester;The scoop neck Milly™ Textured Tech Dress features a knitted pattern throughout, three-quarter sleeves and a straight hem.  
O'Neill;Blaire Dress;https://www.6pm.com/p/oneill-blaire-dress-multicolored/product/9344993/color/76440;https://m.media-amazon.com/images/I/71O8l3Is-TL._AC_SX510_.jpg;Multicolored; 100% viscose ;Bring a splash of color to your next brunch date with the O'Neill® Blaire Dress.
MICHAEL Michael Kors;Tossed Lilies Ruffle Dress;https://www.6pm.com/p/michael-michael-kors-tossed-lilies-ruffle-dress-black-bright-dandelion/product/9363680/color/858460;https://m.media-amazon.com/images/I/81AshIKn8iL._AC_SX510_.jpg;Black/Bright Dandelion; 95% polyester, 5% elastane ;Your style will be in full bloom in the MICHAEL Michael Kors® dress featuring a sheath silhouette, a cascading ruffle detail, and a floral print on a stretch-poly fabrication. 
Carve Designs;Talora Dress;https://www.6pm.com/p/carve-designs-talora-dress-river-heather/product/8572043/color/286973;https://m.media-amazon.com/images/I/81skRJYZloL._AC_SX510_.jpg;River Heather; 90% Supplex® nylon, 10% Lycra® spandex;The perfect everyday dress that can be worn dressed up or down.
Donna Morgan;3/4 Sleeve Stretch Knit Jersey Midi with Knot Front and Pleated Skirt Dress;https://www.6pm.com/p/donna-morgan-3-4-sleeve-stretch-knit-jersey-midi-with-knot-front-and-pleated-skirt-dress-black-cobalt-multi/product/9347489/color/437190;https://m.media-amazon.com/images/I/81fHF9Xo34L._AC_SX510_.jpg;Black/Cobalt Multi;" Shell: 95% polyester, 5% spandex;Lining: 100% polyester ";Command attention in this Donna Morgan™ Dress that flaunts a fit-and-flare silhouette and eye-catching geometric print on a crepe fabrication. 
Yumi Kim;Gemma Dress;https://www.6pm.com/p/yumi-kim-gemma-dress-starry-eyed-black/product/9245657/color/820553;https://m.media-amazon.com/images/I/71fTRM1fsIL._AC_SX510_.jpg;Starry Eyed Black; 100% rayon;A fun star print accents the lightweight fabrication of this YUMI KIM™ Gemma Dress.
NAU;Flaxible Tank Dress;https://www.6pm.com/p/nau-flaxible-tank-dress-vapor/product/9167745/color/12276;https://m.media-amazon.com/images/I/61ZDHNvf3eL._AC_SX510_.jpg;Vapor; 55% Tencel® lyocell, 31% linen, 14% polyester ;Start your day with the fashionable NAU® Flaxible Tank Dress. 
tentree;Icefall Dress;https://www.6pm.com/p/tentree-icefall-dress-dark-ocean-blue-elm-white-stripe/product/9346960/color/853258;https://m.media-amazon.com/images/I/81mYaX6c85L._AC_SX510_.jpg;Dark Ocean Blue/Elm White Stripe; 95% organic cotton, 5% elastane ;The primary materials that compose this product contain a minimum of 20 percent organic content.
BCBGeneration;Long Sleeve Sweater Dress DJH6251762;https://www.6pm.com/p/bcbgeneration-long-sleeve-sweater-dress-djh6251762-multi/product/9371349/color/767;https://m.media-amazon.com/images/I/91vIU+F-kiL._AC_SX510_.jpg;Multi; 46% viscose, 33% nylon, 14% polyester, 7% metallic ;Get ready to get your party on in this BCBGeneration® sweater dress. The ribbed knit boasts endless sparkle while having an easy-to-wear sheath silhouette. 
BCBGeneration;Bell Sleeve Day Dress;https://www.6pm.com/p/bcbgeneration-bell-sleeve-day-dress-black/product/9371369/color/3;https://m.media-amazon.com/images/I/71NBQWlvRsL._AC_SX510_.jpg;Black; 96% polyester, 4% spandex ;The lovely BCBGeneration® Bell Sleeve Day Dress is crafted from a lightweight crepe and offers effortless movement. 
LAUREN Ralph Lauren;Plus Size Floral Fit-and-Flare Dress;https://www.6pm.com/p/lauren-ralph-lauren-plus-size-floral-fit-and-flare-dress-black-gold-ochre-multi/product/9383317/color/864375;https://m.media-amazon.com/images/I/81I7xPTF9OL._AC_SX510_.jpg;Black/Gold Ochre/Multi; 95% polyester, 5% elastane ;Your style will be in full bloom in the LAUREN Ralph Lauren® dress featuring a fit-and-flare silhouette and a floral print on a stretch-poly fabrication. 
Madewell;Cami Babydoll Dress in Stripe;https://www.6pm.com/p/madewell-cami-babydoll-dress-in-stripe-luna-stripe-dark-cabernet/product/9440693/color/886523;https://m.media-amazon.com/images/I/71up0TOBVqL._AC_SX510_.jpg;Luna Stripe Dark Cabernet; 100% cotton;A washed down stripe detail gives a lived-in look to this Madewell® Cami Babydoll Dress while the airy cotton-gauze fabrication lends easy all-day wear during the warmer temps. 
Calvin Klein;V-Neck Belted Chiffon Maxi;https://www.6pm.com/p/calvin-klein-v-neck-belted-chiffon-maxi-black-blue-multi/product/9258893/color/137707;https://m.media-amazon.com/images/I/81oUjicQAPL._AC_SX510_.jpg;Black/Blue Multi; 100% polyester Lining: 100% polyester ;Grace the scene in this sleeveless Calvin Klein® V-Neck Belted Chiffon Maxi dress that features a flattering shape and mixed floral print. 
Aventura Clothing;Mylie Dress;https://www.6pm.com/p/aventura-clothing-mylie-dress-black/product/9229449/color/3;https://m.media-amazon.com/images/I/71b8dfDKsbL._AC_SX510_.jpg;Black; 59% organic cotton, 39% viscose, 2% Lycra® spandex;The primary materials that compose this product contain a minimum of 20 percent organic content.
Pappagallo;Knit Jacquard Sleeveless Shift Dress w/ Buttons At Shoulder;https://www.6pm.com/p/pappagallo-knit-jacquard-sleeveless-shift-dress-w-buttons-at-shoulder-black/product/9323122/color/3;https://m.media-amazon.com/images/I/81V0hVUSlgL._AC_SX510_.jpg;Black; 98% polyester, 2% elastane;The Pappagallo™ Knit Jacquard Sleeveless Shift Dress w/ Buttons At Shoulder is a wardrobe staple.
Nicole Miller;Lilypad Bell Sleeve Dress;https://www.6pm.com/p/nicole-miller-lilypad-bell-sleeve-dress-navy/product/9385668/color/9;https://m.media-amazon.com/images/I/81fcmhelNvL._AC_SX510_.jpg;Navy; 67% silk, 25% viscose, 8% elastane ;You'll look like you just walked off the runway in the Nicole Miller™ dress featuring a sheath silhouette, flattering ruching and a floral print on a silk-blend fabrication.
Nicole Miller;Lauren Stretch Linen Dress;https://www.6pm.com/p/nicole-miller-lauren-stretch-linen-dress-vintage-denim/product/8167217/color/109205;https://m.media-amazon.com/images/I/71Wpq6AiyzL._AC_SX510_.jpg;Vintage Denim; 55% linen, 42% viscose, 3% spandex Lining: 95% polyester, 5% spandex;This versatile Nicole Miller™ dress will take you from the office to an evening out.
Karen Kane;Midi Dress;https://www.6pm.com/p/karen-kane-midi-dress-tie-dye/product/9434926/color/60986;https://m.media-amazon.com/images/I/71pd2x6j3mL._AC_SX510_.jpg;Tie-Dye; 91% rayon, 9% spandex;The Karen Kane® Midi Dress will showcase your eye-catching style with an allover tie-dye print, V-neckline, and mid-length design.
FUZZI;3/4 Wrap Dress;https://www.6pm.com/p/fuzzi-3-4-wrap-dress-black/product/9360699/color/3;https://m.media-amazon.com/images/I/71LwNgFibiL._AC_SX510_.jpg;Black; 100% nylon;Aim for worldly style wearing the FUZZI™ 3/4 Wrap Dress.
eci;Spaghetti Strap Lace Bodice A-Line Dress;https://www.6pm.com/p/eci-spaghetti-strap-lace-bodice-a-line-dress-black/product/9389343/color/3;https://m.media-amazon.com/images/I/71-o1d-1y-L._AC_SX510_.jpg;Black; 95% nylon, 5% spandex 100% polyester ;This eci™ Spaghetti Strap Lace Bodice A-Line Dress presents a delicate construction with pleated detail and sweetheart neckline. 
Lucky Brand;Ruffle Sleeve Dress;https://www.6pm.com/p/lucky-brand-ruffle-sleeve-dress-maroon/product/9220437/color/3257;https://m.media-amazon.com/images/I/711nKZh2ZEL._AC_SX510_.jpg;Maroon; 97% viscose, 3% elastane ;Showcase your simple and chic style in this Lucky Brand® Ruffle Sleeve Dress. 
Karen Kane;Long Sleeve A-Line Dress;https://www.6pm.com/p/karen-kane-long-sleeve-a-line-dress-off-white-black/product/9382943/color/81443;https://m.media-amazon.com/images/I/81b3vMO9LoL._AC_SX510_.jpg;Off-White/Black; 95% polyester, 5% spandex;The Karen Kane® Long Sleeve A-Line Dress lends visual interest to a timeless silhouette with a bold print and flattering design.
Bobeau;Rowan Wrap Dress;https://www.6pm.com/p/bobeau-rowan-wrap-dress-cassis/product/9476120/color/4267;https://m.media-amazon.com/images/I/71+2gkIrn-L._AC_SX510_.jpg;Cassis; 55% rayon, 45% nylon ;You are comfortable and carefree in this easy Bobeau® Rowan Wrap Dress with surplice neckline and a sleeveless cut. 
Bardot;Luella Lace Trim Dress;https://www.6pm.com/p/bardot-luella-lace-trim-dress-burgundy/product/9299408/color/7;https://m.media-amazon.com/images/I/81D3GFv0InL._AC_SX510_.jpg;Burgundy; 100% polyesterLining: 100% polyester ;Showcase your flirty style with this Bardot™ Luella Lace Trim Dress.
Wrangler;Short Sleeve Paisley Print Dress;https://www.6pm.com/p/wrangler-short-sleeve-paisley-print-dress-paisley/product/9390955/color/17888;https://m.media-amazon.com/images/I/91SYuTV69fL._AC_SX510_.jpg;Paisley; 100% rayon;Rustle things up with the Wrangler® Short Sleeve Paisley Print Dress. Pair it with a jean jacket and cowboy boots for a classic Western look.
MAXSTUDIO;Sleeveless Trapeze Dress;https://www.6pm.com/p/maxstudio-sleeveless-trapeze-dress-black-persimmon-whimsy-standing-panel/product/9447622/color/886915;https://m.media-amazon.com/images/I/81yls5y7-7L._AC_SX510_.jpg;Black/Persimmon Whimsy Standing Panel; 95% polyester, 5% spandex ;The MAX STUDIO™ Sleeveless Trapeze Dress flaunts an eye-catching design in a poly-blend knit so you can grace everyone with your presence.
Splendid;Cargo Tank Dress;https://www.6pm.com/p/splendid-cargo-tank-dress-lead/product/9276537/color/11414;https://m.media-amazon.com/images/I/813gcaLI6LL._AC_SX510_.jpg;Lead; 62% Lyocell, 38% linen;Make your on-the-go look fascinating in the fun and cute Splendid® Cargo Tank Dress.
Splendid;Kaya Crossover Back Dress;https://www.6pm.com/p/splendid-kaya-crossover-back-dress-moss/product/9276538/color/4202;https://m.media-amazon.com/images/I/715AC4GCu9L._AC_SX510_.jpg;Moss; 72% viscose, 28% Lyocell®;Upgrade your casual look with the chic short sleeve V-neck Splendid® Kaya Crossover Back Dress with frayed  curve hemline. 
MICHAEL Michael Kors;Solid Flounce Seamed Dress;https://www.6pm.com/p/michael-michael-kors-solid-flounce-seamed-dress-black/product/9428266/color/3;https://m.media-amazon.com/images/I/61p+NCbDPlL._AC_SX510_.jpg;Black; 95% polyester, 5% spandex ;Your style will be in full bloom in the MICHAEL Michael Kors® Solid Flounce Seamed Dress featuring an A-line silhouette, a seamed waist, and a floral print on a stretch-poly fabrication. 
Tribal;Jersey Short Sleeve Tie Dress;https://www.6pm.com/p/tribal-jersey-short-sleeve-tie-dress-true-blue/product/9198315/color/8984;https://m.media-amazon.com/images/I/71v3s2IQ5nL._AC_SX510_.jpg;True Blue; 95% rayon, 5% spandex;Achieve a polished look with contemporary appeal in this TRIBAL™ Jersey Short Sleeve Tie Dress. 
Blank NYC;Shortall Dress in Aspen;https://www.6pm.com/p/blank-nyc-shortall-dress-in-aspen-aspen/product/9227316/color/16773;https://m.media-amazon.com/images/I/817KVYcv2lL._AC_SX510_.jpg;Aspen; 100% cotton;Give them valley girl vibes in this [BLANKNYC]™ Shortall Dress. 
Adrianna Papell;Pintucked Jersey Flounce Dress;https://www.6pm.com/p/adrianna-papell-pintucked-jersey-flounce-dress-night-flight/product/9320453/color/456864;https://m.media-amazon.com/images/I/71pHN2MLgQL._AC_SX510_.jpg;Night Flight;" 95% polyester, 5% elastane;Lining: 100% polyester";A dramatic ruffle hem and pin-tucked finish lend visual interest to the striking Adrianna Papell® Pintucked Jersey Flounce Dress.
Adrianna Papell;Ottoman Sheath Dress;https://www.6pm.com/p/adrianna-papell-ottoman-sheath-dress-autumn-blaze/product/9320456/color/821969;https://m.media-amazon.com/images/I/71lrbbtz6GL._AC_SX510_.jpg;Autumn Blaze;" 95% polyester, 5% elastane;Lining: 100% polyester";This Adrianna Papell® Ottoman Sheath Dress boasts a sleek, curve-hugging silhouette with an elevated full-length back zip closure.
Maggy London;Clipped Ribbon Plaid Fit and Flare;https://www.6pm.com/p/maggy-london-clipped-ribbon-plaid-fit-and-flare-blush-multi/product/9279133/color/48472;https://m.media-amazon.com/images/I/81JajYgaDNL._AC_SX510_.jpg;Blush Multi; 100% polyesterLining: 100% polyester ;This Maggy London™ Clipped Ribbon Plaid Fit and Flare dress is a refreshing addition to your wardrobe this season. 
Karen Kane;Laila Lace Dress;https://www.6pm.com/p/karen-kane-laila-lace-dress-black-nude/product/9143965/color/92077;https://m.media-amazon.com/images/I/81j-JxMNPlL._AC_SX510_.jpg;Black/Nude; 61% nylon, 26% rayon, 13% spandex;Exude modern elegance in this Karen Kane® Laila Lace Dress.
